Disease,Count of Disease Occurrence,Symptom,Rank of Symptom in Disease
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0004093_asthenia,4
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C1513183_metastatic lesion,3
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0085631_agitation,2
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0022107_irritable mood,1
UMLS:C0024713_manic disorder,85,UMLS:C0455769_energy increased,15
UMLS:C0024713_manic disorder,85,UMLS:C0438696_suicidal,14
UMLS:C0024713_manic disorder,85,UMLS:C0917799_hypersomnia,13
UMLS:C0024713_manic disorder,85,UMLS:C0424000_feeling suicidal,12
UMLS:C0024713_manic disorder,85,UMLS:C0948786_blanch,11
UMLS:C0024713_manic disorder,85,UMLS:C0233762_hallucinations auditory,10
UMLS:C0024713_manic disorder,85,UMLS:C0233763_hallucinations visual,9
UMLS:C0024713_manic disorder,85,UMLS:C0233492_elation,8
UMLS:C0024713_manic disorder,85,UMLS:C0424068_verbal auditory hallucinations,7
UMLS:C0024713_manic disorder,85,UMLS:C0150041_feeling hopeless,6
UMLS:C0024713_manic disorder,85,UMLS:C1299586_difficulty,5
UMLS:C0024713_manic disorder,85,UMLS:C0231187_decompensation,4
UMLS:C0024713_manic disorder,85,UMLS:C0558089_verbally abusive behavior,3
UMLS:C0024713_manic disorder,85,UMLS:C0438696_suicidal,2
UMLS:C0024713_manic disorder,85,UMLS:C0424000_feeling suicidal,1
UMLS:C0031212_personality disorder,84,UMLS:C0028084_nightmare,19
UMLS:C0031212_personality disorder,84,UMLS:C0150041_feeling hopeless,18
UMLS:C0031212_personality disorder,84,UMLS:C0558141_transsexual,17
UMLS:C0031212_personality disorder,84,UMLS:C0233762_hallucinations auditory,16
UMLS:C0031212_personality disorder,84,UMLS:C0022107_irritable mood,15
UMLS:C0031212_personality disorder,84,UMLS:C0917801_sleeplessness,14
UMLS:C0031212_personality disorder,84,UMLS:C0085631_agitation,13
UMLS:C0031212_personality disorder,84,UMLS:C0424109_weepiness,12
UMLS:C0031212_personality disorder,84,UMLS:C0344315_mood depressed,11
UMLS:C0031212_personality disorder,84,UMLS:C1384489_scratch marks,10
UMLS:C0031212_personality disorder,84,UMLS:C0027498_nausea and vomiting,9
UMLS:C0031212_personality disorder,84,UMLS:C0277794_extreme exhaustion,8
UMLS:C0031212_personality disorder,84,UMLS:C0748706_side pain,7
UMLS:C0031212_personality disorder,84,UMLS:C0233481_worry,6
UMLS:C0031212_personality disorder,84,UMLS:C0014394_enuresis,5
UMLS:C0031212_personality disorder,84,UMLS:C0237154_homelessness,4
UMLS:C0031212_personality disorder,84,UMLS:C0027769_nervousness,3
UMLS:C0031212_personality disorder,84,UMLS:C0003962_ascites,2
UMLS:C0031212_personality disorder,84,UMLS:C0033774_pruritus,1
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0577559_mass of body structure,18
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0038002_splenomegaly,17
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0221198_lesion,16
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0030552_paresis,15
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C1269955_tumor cell invasion,14
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0848277_room spinning,13
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0019080_haemorrhage,12
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0205400_thicken,11
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0085632_indifferent mood,10
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0006625_cachexia,9
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0020672_hypothermia natural,8
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0000737_pain abdominal,7
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0019209_hepatomegaly,6
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0744727_hematocrit decreased,5
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0085628_stupor,4
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0043096_decreased body weight,3
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0392680_shortness of breath,2
UMLS:C0019204_primary carcinoma of the liver cells,82,UMLS:C0010200_cough,1
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0474395_behavior showing increased motor activity,21
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0241158_scar tissue,20
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0231807_dyspnea on exertion,19
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0520966_coordination abnormal,18
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0231528_myalgia,17
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0020440_hypercapnia,16
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0392162_clammy skin,15
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0557075_has religious belief,14
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0848277_room spinning,13
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0859032_moan,12
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0028081_night sweat,11
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0006625_cachexia,10
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0436331_symptom aggravating factors,9
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0013404_dyspnea,8
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0034642_rale,7
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0016382_flushing,6
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0221150_painful swallowing,5
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0003862_arthralgia,4
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0008301_choke,3
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0232726_tenesmus,2
UMLS:C0034067_emphysema pulmonary,80,UMLS:C0009806_constipation,1
UMLS:C0019112_hemorrhoids,80,UMLS:C0019080_haemorrhage,16
UMLS:C0019112_hemorrhoids,80,UMLS:C0232695_bowel sounds decreased,15
UMLS:C0019112_hemorrhoids,80,UMLS:C0278014_decreased stool caliber,14
UMLS:C0019112_hemorrhoids,80,UMLS:C0027498_nausea and vomiting,13
UMLS:C0019112_hemorrhoids,80,UMLS:C0020175_hunger,12
UMLS:C0019112_hemorrhoids,80,UMLS:C0011991_diarrhea,11
UMLS:C0019112_hemorrhoids,80,UMLS:C0012833_dizziness,10
UMLS:C0019112_hemorrhoids,80,UMLS:C0020625_hyponatremia,9
UMLS:C0019112_hemorrhoids,80,UMLS:C0009024_clonus,8
UMLS:C0019112_hemorrhoids,80,UMLS:C0030193_pain,7
UMLS:C0019112_hemorrhoids,80,UMLS:C1321756_achalasia,6
UMLS:C0019112_hemorrhoids,80,UMLS:C0085624_burning sensation,5
UMLS:C0019112_hemorrhoids,80,UMLS:C0744492_guaiac positive,4
UMLS:C0019112_hemorrhoids,80,UMLS:C0239832_numbness of hand,3
UMLS:C0019112_hemorrhoids,80,UMLS:C0043144_wheezing,2
UMLS:C0019112_hemorrhoids,80,UMLS:C0010200_cough,1
UMLS:C0006266_spasm bronchial,76,UMLS:C0392680_shortness of breath,17
UMLS:C0006266_spasm bronchial,76,UMLS:C0241158_scar tissue,16
UMLS:C0006266_spasm bronchial,76,UMLS:C0277797_apyrexial,15
UMLS:C0006266_spasm bronchial,76,UMLS:C0262581_no known drug allergies,14
UMLS:C0006266_spasm bronchial,76,UMLS:C0030193_pain,13
UMLS:C0006266_spasm bronchial,76,UMLS:C0239134_productive cough,12
UMLS:C0006266_spasm bronchial,76,UMLS:C0242429_throat sore,11
UMLS:C0006266_spasm bronchial,76,UMLS:C0013404_dyspnea,10
UMLS:C0006266_spasm bronchial,76,UMLS:C0232292_chest tightness,9
UMLS:C0006266_spasm bronchial,76,UMLS:C0700292_hypoxemia,8
UMLS:C0006266_spasm bronchial,76,UMLS:C0231835_tachypnea,7
UMLS:C0006266_spasm bronchial,76,UMLS:C0234215_sensory discomfort,6
UMLS:C0006266_spasm bronchial,76,UMLS:C0015967_fever,5
UMLS:C0006266_spasm bronchial,76,UMLS:C0042963_vomiting,4
UMLS:C0006266_spasm bronchial,76,UMLS:C0035508_rhonchus,3
UMLS:C0006266_spasm bronchial,76,UMLS:C0018991_hemiplegia,2
UMLS:C0006266_spasm bronchial,76,UMLS:C0231890_fremitus,1
UMLS:C0003537_aphasia,76,UMLS:C0009024_clonus,8
UMLS:C0003537_aphasia,76,UMLS:C0231872_egophony,7
UMLS:C0003537_aphasia,76,UMLS:C0427055_facial paresis,6
UMLS:C0003537_aphasia,76,UMLS:C0221470_aphagia,5
UMLS:C0003537_aphasia,76,UMLS:C0231530_muscle twitch,4
UMLS:C0003537_aphasia,76,UMLS:C0522224_paralyse,3
UMLS:C0003537_aphasia,76,UMLS:C0024031_low back pain,2
UMLS:C0003537_aphasia,76,UMLS:C0277823_charleyhorse,1
UMLS:C0028756_obesity morbid,76,UMLS:C0848168_out of breath,13
UMLS:C0028756_obesity morbid,76,UMLS:C0205254_sedentary,12
UMLS:C0028756_obesity morbid,76,UMLS:C0002962_angina pectoris,11
UMLS:C0028756_obesity morbid,76,UMLS:C0010200_cough,10
UMLS:C0028756_obesity morbid,76,UMLS:C0847488_unhappy,9
UMLS:C0028756_obesity morbid,76,UMLS:C0553668_labored breathing,8
UMLS:C0028756_obesity morbid,76,UMLS:C0020672_hypothermia natural,7
UMLS:C0028756_obesity morbid,76,UMLS:C0013404_dyspnea,6
UMLS:C0028756_obesity morbid,76,UMLS:C0744727_hematocrit decreased,5
UMLS:C0028756_obesity morbid,76,UMLS:C0043144_wheezing,4
UMLS:C0028756_obesity morbid,76,UMLS:C0700292_hypoxemia,3
UMLS:C0028756_obesity morbid,76,UMLS:C0235634_renal angle tenderness,2
UMLS:C0028756_obesity morbid,76,UMLS:C0424749_feels hot/feverish,1
UMLS:C0034186_pyelonephritis,74,UMLS:C0015967_fever,12
UMLS:C0034186_pyelonephritis,74,UMLS:C0030193_pain,11
UMLS:C0034186_pyelonephritis,74,UMLS:C0085606_urgency of micturition,10
UMLS:C0034186_pyelonephritis,74,UMLS:C0018965_hematuria,9
UMLS:C0034186_pyelonephritis,74,UMLS:C0042963_vomiting,8
UMLS:C0034186_pyelonephritis,74,UMLS:C0085593_chill,7
UMLS:C0034186_pyelonephritis,74,UMLS:C0011991_diarrhea,6
UMLS:C0034186_pyelonephritis,74,UMLS:C0027497_nausea,5
UMLS:C0034186_pyelonephritis,74,UMLS:C0000737_pain abdominal,4
UMLS:C0034186_pyelonephritis,74,UMLS:C0231528_myalgia,3
UMLS:C0034186_pyelonephritis,74,UMLS:C0015967_fever,2
UMLS:C0034186_pyelonephritis,74,UMLS:C0085593_chill,1
UMLS:C0014118_endocarditis,71,UMLS:C0008033_pleuritic pain,16
UMLS:C0014118_endocarditis,71,UMLS:C0205400_thicken,15
UMLS:C0014118_endocarditis,71,UMLS:C0231528_myalgia,14
UMLS:C0014118_endocarditis,71,UMLS:C0277797_apyrexial,13
UMLS:C0014118_endocarditis,71,UMLS:C0028081_night sweat,12
UMLS:C0014118_endocarditis,71,UMLS:C1517205_flare,11
UMLS:C0014118_endocarditis,71,UMLS:C0392680_shortness of breath,10
UMLS:C0014118_endocarditis,71,UMLS:C0085619_orthopnea,9
UMLS:C0014118_endocarditis,71,UMLS:C0549483_abscess bacterial,8
UMLS:C0014118_endocarditis,71,UMLS:C0020649_hypotension,7
UMLS:C0014118_endocarditis,71,UMLS:C0010200_cough,6
UMLS:C0014118_endocarditis,71,UMLS:C1513183_metastatic lesion,5
UMLS:C0014118_endocarditis,71,UMLS:C0238844_breath sounds decreased,4
UMLS:C0014118_endocarditis,71,UMLS:C0043096_decreased body weight,3
UMLS:C0014118_endocarditis,71,UMLS:C0232118_pulsus paradoxus,2
UMLS:C0014118_endocarditis,71,UMLS:C0086439_hypokinesia,1
UMLS:C0031039_effusion pericardial,71,UMLS:C0232267_pericardial friction rub,12
UMLS:C0031039_effusion pericardial,71,UMLS:C0013404_dyspnea,11
UMLS:C0031039_effusion pericardial,71,UMLS:C0392680_shortness of breath,10
UMLS:C0031039_effusion pericardial,71,UMLS:C0578150_hemodynamically stable,9
UMLS:C0031039_effusion pericardial,71,UMLS:C0018800_cardiomegaly,8
UMLS:C0031039_effusion pericardial,71,UMLS:C0020649_hypotension,7
UMLS:C0031039_effusion pericardial,71,UMLS:C0241235_sputum purulent,6
UMLS:C0031039_effusion pericardial,71,UMLS:C0427055_facial paresis,5
UMLS:C0031039_effusion pericardial,71,UMLS:C0030193_pain,4
UMLS:C0031039_effusion pericardial,71,UMLS:C0028961_oliguria,3
UMLS:C0031039_effusion pericardial,71,UMLS:C0312422_blackout,2
UMLS:C0031039_effusion pericardial,71,UMLS:C0728899_intoxication,1
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0040822_tremor,15
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0233762_hallucinations auditory,14
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0438696_suicidal,13
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0424337_hoard,12
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0022107_irritable mood,11
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0150041_feeling hopeless,10
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0424000_feeling suicidal,9
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0233647_neologism,8
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0036572_seizure,7
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0237154_homelessness,6
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0917801_sleeplessness,5
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0041657_unconscious state,4
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0030318_panic,3
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0238844_breath sounds decreased,2
UMLS:C0001973_chronic alcoholic intoxication,70,UMLS:C0392680_shortness of breath,1
UMLS:C0032326_pneumothorax,68,UMLS:C0013404_dyspnea,8
UMLS:C0032326_pneumothorax,68,UMLS:C0425560_cardiovascular finding,7
UMLS:C0032326_pneumothorax,68,UMLS:C0019079_haemoptysis,6
UMLS:C0032326_pneumothorax,68,UMLS:C0010200_cough,5
UMLS:C0032326_pneumothorax,68,UMLS:C0020440_hypercapnia,4
UMLS:C0032326_pneumothorax,68,UMLS:C0037580_soft tissue swelling,3
UMLS:C0032326_pneumothorax,68,UMLS:C0242453_prostatism,2
UMLS:C0032326_pneumothorax,68,UMLS:C0085631_agitation,1
UMLS:C0011206_delirium,68,UMLS:C1273573_unsteady gait,13
UMLS:C0011206_delirium,68,UMLS:C0424092_withdraw,12
UMLS:C0011206_delirium,68,UMLS:C0020625_hyponatremia,11
UMLS:C0011206_delirium,68,UMLS:C0558089_verbally abusive behavior,10
UMLS:C0011206_delirium,68,UMLS:C0424000_feeling suicidal,9
UMLS:C0011206_delirium,68,UMLS:C0241526_unresponsiveness,8
UMLS:C0011206_delirium,68,UMLS:C0233481_worry,7
UMLS:C0011206_delirium,68,UMLS:C0013144_drowsiness,6
UMLS:C0011206_delirium,68,UMLS:C0234450_sleepy,5
UMLS:C0011206_delirium,68,UMLS:C0233762_hallucinations auditory,4
UMLS:C0011206_delirium,68,UMLS:C0438696_suicidal,3
UMLS:C0011206_delirium,68,UMLS:C0015967_fever,2
UMLS:C0011206_delirium,68,UMLS:C0011991_diarrhea,1
UMLS:C0027947_neutropenia,68,UMLS:C1096646_transaminitis,13
UMLS:C0027947_neutropenia,68,UMLS:C0038002_splenomegaly,12
UMLS:C0027947_neutropenia,68,UMLS:C0028081_night sweat,11
UMLS:C0027947_neutropenia,68,UMLS:C0277797_apyrexial,10
UMLS:C0027947_neutropenia,68,UMLS:C0221198_lesion,9
UMLS:C0027947_neutropenia,68,UMLS:C1260880_snuffle,8
UMLS:C0027947_neutropenia,68,UMLS:C0085593_chill,7
UMLS:C0027947_neutropenia,68,UMLS:C0010200_cough,6
UMLS:C0027947_neutropenia,68,UMLS:C0746619_monoclonal,5
UMLS:C0027947_neutropenia,68,UMLS:C0020598_hypocalcemia result,4
UMLS:C0027947_neutropenia,68,UMLS:C0028961_oliguria,3
UMLS:C0027947_neutropenia,68,UMLS:C0427629_rhd positive,2
UMLS:C0027947_neutropenia,68,UMLS:C0476273_distress respiratory,1
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0010520_cyanosis,9
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0231835_tachypnea,8
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0233070_para 1,7
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0428977_bradycardia,6
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0006157_breech presentation,5
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0332601_cushingoid facies,4
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0878661_cushingoid habitus,3
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0010200_cough,2
UMLS:C0020433_hyperbilirubinemia,68,UMLS:C0231528_myalgia,1
UMLS:C0021400_influenza,68,UMLS:C0242143_uncoordination,21
UMLS:C0021400_influenza,68,UMLS:C0015967_fever,20
UMLS:C0021400_influenza,68,UMLS:C0008033_pleuritic pain,19
UMLS:C0021400_influenza,68,UMLS:C1260880_snuffle,18
UMLS:C0021400_influenza,68,UMLS:C0242429_throat sore,17
UMLS:C0021400_influenza,68,UMLS:C0231218_malaise,16
UMLS:C0021400_influenza,68,UMLS:C0742985_debilitation,15
UMLS:C0021400_influenza,68,UMLS:C0436331_symptom aggravating factors,14
UMLS:C0021400_influenza,68,UMLS:C0085593_chill,13
UMLS:C0021400_influenza,68,UMLS:C0240962_scleral icterus,12
UMLS:C0021400_influenza,68,UMLS:C0277873_nasal flaring,11
UMLS:C0021400_influenza,68,UMLS:C0013428_dysuria,10
UMLS:C0021400_influenza,68,UMLS:C0542073_lip smacking,9
UMLS:C0021400_influenza,68,UMLS:C0018681_headache,8
UMLS:C0021400_influenza,68,UMLS:C0037383_sneeze,7
UMLS:C0021400_influenza,68,UMLS:C0037384_snore,6
UMLS:C0021400_influenza,68,UMLS:C0457097_green sputum,5
UMLS:C0021400_influenza,68,UMLS:C0392680_shortness of breath,4
UMLS:C0021400_influenza,68,UMLS:C0476273_distress respiratory,3
UMLS:C0021400_influenza,68,UMLS:C0312422_blackout,2
UMLS:C0021400_influenza,68,UMLS:C0277794_extreme exhaustion,1
UMLS:C0439857_dependence,67,UMLS:C0728899_intoxication,13
UMLS:C0439857_dependence,67,UMLS:C0040822_tremor,12
UMLS:C0439857_dependence,67,UMLS:C0085631_agitation,11
UMLS:C0439857_dependence,67,UMLS:C0438696_suicidal,10
UMLS:C0439857_dependence,67,UMLS:C0237154_homelessness,9
UMLS:C0439857_dependence,67,UMLS:C0242453_prostatism,8
UMLS:C0439857_dependence,67,UMLS:C0023380_lethargy,7
UMLS:C0439857_dependence,67,UMLS:C0036572_seizure,6
UMLS:C0439857_dependence,67,UMLS:C0231530_muscle twitch,5
UMLS:C0439857_dependence,67,UMLS:C0848340_stuffy nose,4
UMLS:C0439857_dependence,67,UMLS:C0150041_feeling hopeless,3
UMLS:C0439857_dependence,67,UMLS:C0581911_heavy legs,2
UMLS:C0439857_dependence,67,UMLS:C0034642_rale,1
UMLS:C0087086_thrombus,67,UMLS:C0086439_hypokinesia,11
UMLS:C0087086_thrombus,67,UMLS:C0003123_anorexia,10
UMLS:C0087086_thrombus,67,UMLS:C0235396_hypertonicity,9
UMLS:C0087086_thrombus,67,UMLS:C0392680_shortness of breath,8
UMLS:C0087086_thrombus,67,UMLS:C0239981_hypoalbuminemia,7
UMLS:C0087086_thrombus,67,UMLS:C0033774_pruritus,6
UMLS:C0087086_thrombus,67,UMLS:C0234233_sore to touch,5
UMLS:C0087086_thrombus,67,UMLS:C0578150_hemodynamically stable,4
UMLS:C0087086_thrombus,67,UMLS:C0427055_facial paresis,3
UMLS:C0087086_thrombus,67,UMLS:C0042963_vomiting,2
UMLS:C0087086_thrombus,67,UMLS:C0241252_stool color yellow,1
UMLS:C0008325_cholecystitis,66,UMLS:C0859032_moan,17
UMLS:C0008325_cholecystitis,66,UMLS:C0027497_nausea,16
UMLS:C0008325_cholecystitis,66,UMLS:C0000737_pain abdominal,15
UMLS:C0008325_cholecystitis,66,UMLS:C0277977_Murphy's sign,14
UMLS:C0008325_cholecystitis,66,UMLS:C0016204_flatulence,13
UMLS:C0008325_cholecystitis,66,UMLS:C0232488_colic abdominal,12
UMLS:C0008325_cholecystitis,66,UMLS:C0030193_pain,11
UMLS:C0008325_cholecystitis,66,UMLS:C0003962_ascites,10
UMLS:C0008325_cholecystitis,66,UMLS:C0011991_diarrhea,9
UMLS:C0008325_cholecystitis,66,UMLS:C0151878_qt interval prolonged,8
UMLS:C0008325_cholecystitis,66,UMLS:C0425560_cardiovascular finding,7
UMLS:C0008325_cholecystitis,66,UMLS:C0541992_groggy,6
UMLS:C0008325_cholecystitis,66,UMLS:C0232201_sinus rhythm,5
UMLS:C0008325_cholecystitis,66,UMLS:C0425449_gasping for breath,4
UMLS:C0008325_cholecystitis,66,UMLS:C0009806_constipation,3
UMLS:C0008325_cholecystitis,66,UMLS:C0474505_feces in rectum,2
UMLS:C0008325_cholecystitis,66,UMLS:C0702118_abnormally hard consistency,1
UMLS:C0019291_hernia hiatal,61,UMLS:C0000737_pain abdominal,15
UMLS:C0019291_hernia hiatal,61,UMLS:C0231230_fatigability,14
UMLS:C0019291_hernia hiatal,61,UMLS:C0240805_prodrome,13
UMLS:C0019291_hernia hiatal,61,UMLS:C0042963_vomiting,12
UMLS:C0019291_hernia hiatal,61,UMLS:C0027497_nausea,11
UMLS:C0019291_hernia hiatal,61,UMLS:C0231528_myalgia,10
UMLS:C0019291_hernia hiatal,61,UMLS:C0020625_hyponatremia,9
UMLS:C0019291_hernia hiatal,61,UMLS:C0234233_sore to touch,8
UMLS:C0019291_hernia hiatal,61,UMLS:C0858924_general discomfort,7
UMLS:C0019291_hernia hiatal,61,UMLS:C0231807_dyspnea on exertion,6
UMLS:C0019291_hernia hiatal,61,UMLS:C0232766_asterixis,5
UMLS:C0019291_hernia hiatal,61,UMLS:C0744492_guaiac positive,4
UMLS:C0019291_hernia hiatal,61,UMLS:C0239832_numbness of hand,3
UMLS:C0019291_hernia hiatal,61,UMLS:C0018681_headache,2
UMLS:C0019291_hernia hiatal,61,UMLS:C0085636_photophobia,1
UMLS:C0149931_migraine disorders,61,UMLS:C0002416_ambidexterity,7
UMLS:C0149931_migraine disorders,61,UMLS:C0042963_vomiting,6
UMLS:C0149931_migraine disorders,61,UMLS:C0012833_dizziness,5
UMLS:C0149931_migraine disorders,61,UMLS:C0028643_numbness,4
UMLS:C0149931_migraine disorders,61,UMLS:C0027497_nausea,3
UMLS:C0149931_migraine disorders,61,UMLS:C0015967_fever,2
UMLS:C0149931_migraine disorders,61,UMLS:C0038002_splenomegaly,1
UMLS:C0030312_pancytopenia,61,UMLS:C0020639_hypoproteinemia,8
UMLS:C0030312_pancytopenia,61,UMLS:C0015672_fatigue,7
UMLS:C0030312_pancytopenia,61,UMLS:C0019080_haemorrhage,6
UMLS:C0030312_pancytopenia,61,UMLS:C0231230_fatigability,5
UMLS:C0030312_pancytopenia,61,UMLS:C0332601_cushingoid facies,4
UMLS:C0030312_pancytopenia,61,UMLS:C0878661_cushingoid habitus,3
UMLS:C0030312_pancytopenia,61,UMLS:C0241252_stool color yellow,2
UMLS:C0030312_pancytopenia,61,UMLS:C0232488_colic abdominal,1
UMLS:C0008350_cholelithiasis,61,UMLS:C0042963_vomiting,12
UMLS:C0008350_cholelithiasis,61,UMLS:C0027497_nausea,11
UMLS:C0008350_cholelithiasis,61,UMLS:C0000737_pain abdominal,10
UMLS:C0008350_cholelithiasis,61,UMLS:C0030193_pain,9
UMLS:C0008350_cholelithiasis,61,UMLS:C0332601_cushingoid facies,8
UMLS:C0008350_cholelithiasis,61,UMLS:C0878661_cushingoid habitus,7
UMLS:C0008350_cholelithiasis,61,UMLS:C0003962_ascites,6
UMLS:C0008350_cholelithiasis,61,UMLS:C0205400_thicken,5
UMLS:C0008350_cholelithiasis,61,UMLS:C0234233_sore to touch,4
UMLS:C0008350_cholelithiasis,61,UMLS:C0011991_diarrhea,3
UMLS:C0008350_cholelithiasis,61,UMLS:C0277797_apyrexial,2
UMLS:C0008350_cholelithiasis,61,UMLS:C0030252_palpitation,1
UMLS:C0039239_tachycardia sinus,56,UMLS:C0238705_left atrial hypertrophy,11
UMLS:C0039239_tachycardia sinus,56,UMLS:C0700590_sweating increased,10
UMLS:C0039239_tachycardia sinus,56,UMLS:C0556346_alcohol binge episode,9
UMLS:C0039239_tachycardia sinus,56,UMLS:C0438716_pressure chest,8
UMLS:C0039239_tachycardia sinus,56,UMLS:C0241158_scar tissue,7
UMLS:C0039239_tachycardia sinus,56,UMLS:C0425560_cardiovascular finding,6
UMLS:C0039239_tachycardia sinus,56,UMLS:C0149746_orthostasis,5
UMLS:C0039239_tachycardia sinus,56,UMLS:C0392680_shortness of breath,4
UMLS:C0039239_tachycardia sinus,56,UMLS:C0520888_t wave inverted,3
UMLS:C0039239_tachycardia sinus,56,UMLS:C0042963_vomiting,2
UMLS:C0039239_tachycardia sinus,56,UMLS:C0000737_pain abdominal,1
UMLS:C1258215_ileus,56,UMLS:C0549483_abscess bacterial,15
UMLS:C1258215_ileus,56,UMLS:C0000727_abdomen acute,14
UMLS:C1258215_ileus,56,UMLS:C0740844_air fluid level,13
UMLS:C1258215_ileus,56,UMLS:C0425491_catching breath,12
UMLS:C1258215_ileus,56,UMLS:C0232498_abdominal tenderness,11
UMLS:C1258215_ileus,56,UMLS:C0027497_nausea,10
UMLS:C1258215_ileus,56,UMLS:C0234233_sore to touch,9
UMLS:C1258215_ileus,56,UMLS:C0016204_flatulence,8
UMLS:C1258215_ileus,56,UMLS:C0011991_diarrhea,7
UMLS:C1258215_ileus,56,UMLS:C0577559_mass of body structure,6
UMLS:C1258215_ileus,56,UMLS:C0277797_apyrexial,5
UMLS:C1258215_ileus,56,UMLS:C0009806_constipation,4
UMLS:C1258215_ileus,56,UMLS:C0205400_thicken,3
UMLS:C1258215_ileus,56,UMLS:C0232995_gravida 0,2
UMLS:C1258215_ileus,56,UMLS:C0000737_pain abdominal,1
UMLS:C0001511_adhesion,57,UMLS:C0016204_flatulence,13
UMLS:C0001511_adhesion,57,UMLS:C0030193_pain,12
UMLS:C0001511_adhesion,57,UMLS:C0456091_large-for-dates fetus,11
UMLS:C0001511_adhesion,57,UMLS:C0233070_para 1,10
UMLS:C0001511_adhesion,57,UMLS:C0042963_vomiting,9
UMLS:C0001511_adhesion,57,UMLS:C0034079_lung nodule,8
UMLS:C0001511_adhesion,57,UMLS:C0006157_breech presentation,7
UMLS:C0001511_adhesion,57,UMLS:C0392680_shortness of breath,6
UMLS:C0001511_adhesion,57,UMLS:C0043096_decreased body weight,5
UMLS:C0001511_adhesion,57,UMLS:C0231441_immobile,4
UMLS:C0001511_adhesion,57,UMLS:C1273573_unsteady gait,3
UMLS:C0001511_adhesion,57,UMLS:C0233763_hallucinations visual,2
UMLS:C0001511_adhesion,57,UMLS:C0424000_feeling suicidal,1
UMLS:C0011253_delusion,56,UMLS:C0240233_loose associations,21
UMLS:C0011253_delusion,56,UMLS:C0392701_giddy mood,20
